original_price,discount_rate,user_offer,round_number,category_encoded,gap_pct,threshold_gap_pct,user_offer_pct,round_progress,is_regular,total_orders,tenure_days,loyalty_factor,negotiation_momentum,aggression_score,price_anchor_ratio,deal_prob_estimate,market_encoded,abs_gap_norm,prev_user_offer_pct,ai_counter_offer
4100,0.19955813677206902,2710,1,5,0.339,-0.139,0.6599,0.1667,1,33,883,0.06,0.0,1.0,0.661,0.0,2,0.2866,0.6599,3280
2680,0.13999020393212352,2260,4,3,0.1567,-0.0149,0.842,0.6667,0,2,7,0.0,0.0336,1.0,0.8433,0.0,1,0.0429,0.8082,2300
160,0.30415699691439274,140,2,5,0.125,0.1875,0.8757,0.3333,1,20,678,0.0471,0.0625,0.0,0.875,0.6981,1,0.0041,0.8325,110
3010,0.3770607033794992,1820,2,2,0.3953,-0.0199,0.6048,0.3333,0,4,3,0.0,0.0764,1.0,0.6047,0.0,0,0.0604,0.5275,1880
2900,0.35852350752310586,2200,4,2,0.2414,0.1172,0.7603,0.6667,1,15,638,0.0405,0.0172,0.3462,0.7586,0.6777,0,0.0355,0.74,1860
1260,0.30828262102736825,1090,4,2,0.1349,0.1746,0.8652,0.6667,1,43,139,0.0486,0.0079,0.0,0.8651,0.8738,2,0.0086,0.8579,870
9840,0.2874499846443046,9070,4,3,0.0783,0.2093,0.9217,0.6667,1,47,569,0.06,0.0478,0.0,0.9217,0.8833,1,0.0786,0.8736,7010
2760,0.38261193282539385,2220,6,1,0.1957,0.1884,0.8027,1.0,0,1,11,0.0,0.0507,0.0189,0.8043,1.0,2,0.0365,0.7528,1700
460,0.18048969351804978,350,1,4,0.2391,-0.0652,0.7532,0.1667,0,3,5,0.0,0.0,1.0,0.7609,0.0,1,0.0579,0.7532,380
28160,0.28739289237608934,22430,6,0,0.2035,0.0838,0.7966,1.0,0,2,7,0.0,0.0664,0.4166,0.7965,0.5587,2,0.0721,0.7303,20710
1880,0.37038709624055205,1650,5,5,0.1223,0.25,0.8769,0.8333,1,11,256,0.0212,0.0798,0.0,0.8777,0.9361,1,0.0474,0.7975,1180
10450,0.33771017269231335,6320,5,1,0.3952,-0.0574,0.6044,0.8333,1,31,1002,0.06,0.0507,1.0,0.6048,0.0,1,0.2791,0.5541,6920
19490,0.44608881870304806,11460,3,2,0.412,0.0339,0.5879,0.5,0,4,4,0.0,0.0113,0.8481,0.588,0.1693,1,0.4076,0.5768,12560
2950,0.42734788703846066,2140,6,5,0.2746,0.1525,0.7259,1.0,0,0,6,0.0,0.0034,0.2857,0.7254,1.0,0,0.167,0.7205,1690
14550,0.34064749611175266,14080,6,1,0.0323,0.3086,0.968,1.0,1,18,1160,0.06,0.0591,0.0,0.9677,1.0,1,0.0318,0.9085,9590
28310,0.13292052439297097,26700,2,0,0.0569,0.0759,0.943,0.3333,0,1,22,0.0,0.0297,0.0,0.9431,0.3375,1,0.0203,0.9135,24550
58030,0.18246535087220572,47250,2,0,0.1858,-0.0033,0.8143,0.3333,1,56,257,0.06,0.0117,1.0,0.8142,0.0,1,0.1356,0.8025,47440
7780,0.394470527601002,4790,5,1,0.3843,0.0103,0.6158,0.8333,0,2,23,0.0,0.0617,0.9479,0.6157,0.0628,1,0.202,0.5534,4710
1910,0.18096438477384513,1230,2,4,0.356,-0.1728,0.642,0.3333,1,36,315,0.0486,0.0471,1.0,0.644,0.0,1,0.3579,0.5945,1560
4640,0.12345061232265855,2970,1,3,0.3599,-0.2371,0.6394,0.1667,0,2,17,0.0,0.0,1.0,0.6401,0.0,1,0.1704,0.6394,4070
17540,0.4131845415562282,14980,1,2,0.146,0.2674,0.8542,0.1667,1,26,933,0.06,0.0,0.0,0.854,0.6183,0,0.1299,0.8542,10290
6790,0.20396551321252776,6270,1,3,0.0766,0.1267,0.9234,0.1667,1,57,475,0.06,0.0,0.0,0.9234,0.5221,2,0.0531,0.9234,5410
1390,0.18527261559125346,1110,5,4,0.2014,-0.0144,0.7971,0.8333,1,42,156,0.0482,0.0576,1.0,0.7986,0.0,1,0.1474,0.7394,1130
2330,0.27741568962032853,1260,2,3,0.4592,-0.1803,0.539,0.3333,1,10,186,0.0174,0.0215,1.0,0.5408,0.0,1,0.1092,0.5209,1680
11320,0.11609108873555025,10000,6,1,0.1166,-0.0009,0.8832,1.0,1,32,51,0.034,0.03,1.0,0.8834,0.0,1,0.0892,0.8529,10010
56790,0.25962020812251485,38840,3,0,0.3161,-0.0565,0.684,0.5,1,9,250,0.019,0.0683,1.0,0.6839,0.0,1,0.2258,0.6156,44890
1810,0.1306879607538075,1310,5,4,0.2762,-0.1436,0.7234,0.8333,0,3,6,0.0,0.0497,1.0,0.7238,0.0,1,0.2632,0.6728,1570
4530,0.170139320680588,2420,4,1,0.4658,-0.2958,0.5346,0.6667,1,51,857,0.06,0.0044,1.0,0.5342,0.0,1,0.1426,0.5292,3760
690,0.1465065622360497,460,2,4,0.3333,-0.1884,0.6606,0.3333,0,3,17,0.0,0.0145,1.0,0.6667,0.0,1,0.1211,0.6577,590
2930,0.09602233687199219,2680,3,5,0.0853,0.0102,0.9146,0.5,1,21,402,0.0371,0.0444,0.7857,0.9147,0.0531,1,0.0515,0.8696,2650
1010,0.11523319556867835,780,1,5,0.2277,-0.1089,0.7728,0.1667,0,1,0,0.0,0.0,1.0,0.7723,0.0,0,0.0474,0.7728,890
32580,0.24002101550777766,24710,4,0,0.2416,-0.0015,0.7583,0.6667,1,56,1000,0.06,0.0301,1.0,0.7584,0.0,1,0.099,0.7284,24760
7620,0.16623499160453642,5560,4,3,0.2703,-0.1037,0.729,0.6667,0,1,7,0.0,0.0236,1.0,0.7297,0.0,0,0.2102,0.7058,6350
7570,0.31046934775428414,7240,5,3,0.0436,0.2668,0.957,0.8333,1,29,314,0.0416,0.0185,0.0,0.9564,0.9548,1,0.0337,0.9384,5220
2350,0.09170884531942916,1930,2,3,0.1787,-0.0851,0.8213,0.3333,1,15,623,0.0399,0.0043,1.0,0.8213,0.0,1,0.0429,0.8191,2130
4750,0.1462434707440733,4150,1,2,0.1263,0.0189,0.8747,0.1667,0,4,25,0.0,0.0,0.7391,0.8737,0.0737,0,0.0305,0.8747,4060
4050,0.20636087790477997,3370,3,5,0.1679,0.0395,0.8312,0.5,0,2,26,0.0,0.037,0.619,0.8321,0.1975,2,0.1402,0.7961,3210
1150,0.11136838227483753,710,3,4,0.3826,-0.2696,0.6151,0.5,0,3,13,0.0,0.0261,1.0,0.6174,0.0,0,0.2316,0.5913,1020
3210,0.10529122487426862,2270,6,5,0.2928,-0.1869,0.7076,1.0,1,34,1168,0.06,0.0249,1.0,0.7072,0.0,1,0.1938,0.6817,2870
980,0.27825400018578733,770,1,5,0.2143,0.0612,0.7847,0.1667,0,2,5,0.0,0.0,0.5556,0.7857,0.2381,1,0.0433,0.7847,710
870,0.07716619715908829,770,3,4,0.1149,-0.0345,0.8854,0.5,0,0,7,0.0,0.046,1.0,0.8851,0.0,2,0.0526,0.8347,800
6210,0.24855400901899344,5750,5,2,0.0741,0.1739,0.9254,0.8333,1,42,277,0.0531,0.0386,0.0,0.9259,0.9653,1,0.0234,0.8873,4670
1880,0.3679314189633231,1060,5,2,0.4362,-0.0691,0.5638,0.8333,0,3,29,0.0,0.0638,1.0,0.5638,0.0,2,0.0416,0.5,1200
4490,0.20336921146606352,2630,5,5,0.4143,-0.2116,0.5854,0.8333,0,4,2,0.0,0.0535,1.0,0.5857,0.0,1,0.3835,0.5324,3580
26850,0.08129370806206389,21060,4,0,0.2156,-0.1345,0.7843,0.6667,0,0,28,0.0,0.0458,1.0,0.7844,0.0,1,0.0728,0.7387,24670
3290,0.3956171849084569,2540,5,5,0.228,0.1672,0.7726,0.8333,1,7,96,0.0108,0.0122,0.1538,0.772,0.9266,1,0.1546,0.7603,1990
7830,0.3934013746971074,4120,2,3,0.4738,-0.0805,0.5264,0.3333,1,31,401,0.047,0.0255,1.0,0.5262,0.0,0,0.3786,0.5,4750
9940,0.15827810159479383,6400,5,3,0.3561,-0.1982,0.6434,0.8333,0,1,10,0.0,0.003,1.0,0.6439,0.0,2,0.3612,0.6407,8370
14530,0.36376749709318407,11240,6,1,0.2264,0.1376,0.7735,1.0,1,35,315,0.0476,0.0206,0.2439,0.7736,0.9613,0,0.2223,0.753,9240
3030,0.13268204209563006,2870,1,1,0.0528,0.0792,0.9469,0.1667,0,0,15,0.0,0.0,0.0,0.9472,0.308,1,0.0108,0.9469,2630
59570,0.09840563479765323,44920,4,0,0.2459,-0.1476,0.754,0.6667,0,0,20,0.0,0.0045,1.0,0.7541,0.0,1,0.1843,0.7496,53710
1450,0.1311154770288604,1190,3,5,0.1793,-0.0483,0.8173,0.5,0,4,8,0.0,0.0069,1.0,0.8207,0.0,2,0.0536,0.8168,1260
16200,0.12159447153849903,8820,5,2,0.4556,-0.334,0.5447,0.8333,0,3,22,0.0,0.0173,1.0,0.5444,0.0,1,0.3746,0.5272,14230
4220,0.17267012477687377,3130,3,3,0.2583,-0.0853,0.7424,0.5,1,47,1051,0.06,0.0047,1.0,0.7417,0.0,1,0.1112,0.7369,3490
2960,0.40670258089661493,1560,5,5,0.473,-0.0676,0.5276,0.8333,1,35,493,0.0547,0.0034,1.0,0.527,0.0,1,0.2887,0.5229,1760
7100,0.23113168409524454,5860,2,1,0.1746,0.0563,0.8251,0.3333,1,21,191,0.0286,0.007,0.5122,0.8254,0.2576,0,0.0838,0.8186,5460
33090,0.2497963728177054,20200,4,0,0.3895,-0.1396,0.6104,0.6667,1,23,609,0.0474,0.0163,1.0,0.6105,0.0,0,0.1621,0.5941,24820
8910,0.10746472588932006,7680,1,3,0.138,-0.0303,0.8616,0.1667,1,7,548,0.0289,0.0,1.0,0.862,0.0,2,0.1255,0.8616,7950
1780,0.1193287645628803,1620,2,5,0.0899,0.0281,0.9106,0.3333,0,0,21,0.0,0.0393,0.5238,0.9101,0.1248,2,0.033,0.8688,1570
3570,0.3823024210361719,2420,1,5,0.3221,0.0588,0.679,0.1667,0,3,11,0.0,0.0,0.6912,0.6779,0.2288,1,0.2371,0.679,2330
960,0.3212269379126282,790,6,5,0.1771,0.1458,0.8257,1.0,1,13,69,0.0158,0.0312,0.0968,0.8229,0.9875,1,0.0351,0.7883,650
34030,0.22043572470588835,29300,2,0,0.139,0.0814,0.8609,0.3333,0,0,26,0.0,0.0103,0.2613,0.861,0.3618,2,0.0595,0.8507,29870
5700,0.5261223961510364,4570,3,1,0.1982,0.3281,0.8019,0.5,1,58,388,0.06,0.0158,0.0,0.8018,0.795,0,0.0764,0.7868,2700
2110,0.11160777541205234,1100,5,5,0.4787,-0.3649,0.5204,0.8333,1,53,455,0.06,0.019,1.0,0.5213,0.0,1,0.2082,0.5,1870
3600,0.11794184696177502,3140,6,5,0.1278,-0.0111,0.873,1.0,0,3,18,0.0,0.0361,1.0,0.8722,0.0,1,0.0948,0.8365,3180
6010,0.057187091122734124,4360,3,3,0.2745,-0.218,0.7256,0.5,0,3,5,0.0,0.01,1.0,0.7255,0.0,1,0.1684,0.7152,5670
1400,0.09439849237387524,1030,5,4,0.2643,-0.1714,0.7369,0.8333,0,4,24,0.0,0.0714,1.0,0.7357,0.0,1,0.1947,0.6622,1270
54770,0.24543952222931348,40380,3,0,0.2627,-0.0173,0.7373,0.5,0,1,13,0.0,0.0502,1.0,0.7373,0.0,1,0.181,0.6871,44890
10000,0.24022148026068213,7250,4,1,0.275,-0.035,0.7249,0.6667,0,2,21,0.0,0.051,1.0,0.725,0.0,2,0.1858,0.6739,7600
6390,0.2579488517657469,3550,2,2,0.4444,-0.1862,0.5561,0.3333,1,52,1176,0.06,0.0235,1.0,0.5556,0.0,2,0.1442,0.5321,4740
68680,0.2206045395731655,63140,1,0,0.0807,0.1399,0.9193,0.1667,1,59,1023,0.06,0.0,0.0,0.9193,0.5768,2,0.0697,0.9193,56030
3850,0.3203721151716475,2190,2,3,0.4312,-0.1117,0.5678,0.3333,1,44,1169,0.06,0.0597,1.0,0.5688,0.0,1,0.1694,0.5088,2620
6790,0.05367286543912743,4140,5,1,0.3903,-0.3373,0.6099,0.8333,1,39,860,0.06,0.0339,1.0,0.6097,0.0,2,0.1791,0.5759,6430
5500,0.07698160322193515,4210,3,3,0.2345,-0.1582,0.7648,0.5,0,2,24,0.0,0.0218,1.0,0.7655,0.0,1,0.1316,0.7442,5080
2090,0.29331714673099313,1650,4,0,0.2105,0.0813,0.7913,0.6667,1,20,1148,0.06,0.0335,0.4426,0.7895,0.479,1,0.0055,0.7568,1480
3150,0.17440526070213497,2340,2,1,0.2571,-0.0825,0.7417,0.3333,1,27,1159,0.06,0.0095,1.0,0.7429,0.0,0,0.0547,0.7317,2600
530,0.44020166707026515,460,1,1,0.1321,0.3019,0.8599,0.1667,0,3,23,0.0,0.0,0.0,0.8679,0.5833,0,0.0047,0.8599,300
6190,0.2410017262319179,5580,6,2,0.0985,0.1422,0.9023,1.0,0,3,26,0.0,0.0436,0.0,0.9015,0.9478,1,0.031,0.8575,4700
4480,0.24061642745504647,4010,4,2,0.1049,0.1362,0.8942,0.6667,1,8,787,0.0395,0.0223,0.0,0.8951,0.7863,2,0.0239,0.873,3400
4550,0.30984533471769804,4240,3,2,0.0681,0.2418,0.9316,0.5,0,3,28,0.0,0.0637,0.0,0.9319,0.75,1,0.0157,0.868,3140
12220,0.12683451463467926,8880,4,2,0.2733,-0.1465,0.7267,0.6667,1,23,609,0.0474,0.063,1.0,0.7267,0.0,1,0.1695,0.6635,10670
11240,0.22565638676612337,9600,5,2,0.1459,0.0801,0.854,0.8333,1,33,736,0.06,0.0089,0.2913,0.8541,0.5187,1,0.0832,0.8452,8700
1020,0.34647549112002246,820,2,5,0.1961,0.1471,0.8001,0.3333,0,0,9,0.0,0.0098,0.1429,0.8039,0.6536,2,0.0412,0.7901,670
1230,0.07451370973866209,700,1,4,0.4309,-0.3577,0.5725,0.1667,1,57,1193,0.06,0.0,1.0,0.5691,0.0,1,0.2789,0.5725,1140
3960,0.14399262296584178,2190,6,3,0.447,-0.303,0.5528,1.0,0,2,5,0.0,0.053,1.0,0.553,0.0,0,0.1806,0.5,3390
1930,0.05935952092134185,1710,3,4,0.114,-0.057,0.8881,0.5,0,1,24,0.0,0.0415,1.0,0.886,0.0,2,0.1158,0.8456,1820
24720,0.08981227842895921,22940,4,0,0.072,0.0178,0.9278,0.6667,1,59,566,0.06,0.0275,0.6036,0.928,0.1048,0,0.0224,0.9007,22500
8760,0.2001650880852915,4530,6,2,0.4829,-0.2831,0.5171,1.0,0,1,16,0.0,0.0171,1.0,0.5171,0.0,0,0.2147,0.5,7010
400,0.05843669760974968,300,4,5,0.25,-0.2,0.7553,0.6667,0,1,21,0.0,0.025,1.0,0.75,0.0,1,0.0206,0.717,380
4760,0.19621426457089075,4400,2,1,0.0756,0.1197,0.9245,0.3333,1,36,326,0.049,0.0714,0.0,0.9244,0.5583,0,0.0243,0.8532,3830
970,0.1471380390062385,860,6,4,0.1134,0.0309,0.8871,1.0,1,15,635,0.0404,0.0619,0.5714,0.8866,0.2145,0,0.0579,0.8262,830
3690,0.3246152754409111,3430,6,5,0.0705,0.2547,0.9298,1.0,1,9,435,0.0264,0.0542,0.0,0.9295,1.0,1,0.0536,0.8752,2490
1000,0.1590545585785842,590,1,4,0.41,-0.25,0.5892,0.1667,0,0,22,0.0,0.0,1.0,0.59,0.0,2,0.2158,0.5892,840
450,0.07805914415235647,330,5,4,0.2667,-0.1778,0.737,0.8333,0,2,11,0.0,0.0222,1.0,0.7333,0.0,1,0.0632,0.7033,410
970,0.11500683794298036,790,2,4,0.1856,-0.0722,0.8167,0.3333,0,4,12,0.0,0.0515,1.0,0.8144,0.0,2,0.0947,0.7585,860
8810,0.3385748959488213,6220,6,3,0.294,0.0443,0.7062,1.0,1,33,404,0.0492,0.0579,0.7383,0.706,0.3096,2,0.2643,0.6477,5830
8060,0.3848936900156912,6190,2,2,0.232,0.1526,0.7682,0.3333,0,2,3,0.0,0.062,0.2065,0.768,0.6667,1,0.0949,0.7054,5200
5660,0.3668122951135277,4830,2,2,0.1466,0.2208,0.8526,0.3333,0,2,0,0.0,0.0265,0.0,0.8534,0.6667,2,0.0421,0.8274,3850
1960,0.1855956553674475,1550,5,4,0.2092,-0.0255,0.7907,0.8333,0,3,4,0.0,0.0153,1.0,0.7908,0.0,0,0.2158,0.7743,1600
8180,0.44497761511152184,7450,2,2,0.0892,0.3557,0.9113,0.3333,1,32,711,0.06,0.0159,0.0,0.9108,0.7067,1,0.0371,0.8944,4540
2740,0.07400161356044362,2600,1,5,0.0511,0.0219,0.9493,0.1667,1,46,1097,0.06,0.0,0.4,0.9489,0.0903,2,0.0289,0.9493,2540
400,0.07430265359069098,230,6,4,0.425,-0.35,0.5683,1.0,1,40,143,0.0457,0.05,1.0,0.575,0.0,2,0.0895,0.5236,370
5690,0.34477700217868795,4260,5,2,0.2513,0.0931,0.7482,0.8333,0,1,12,0.0,0.007,0.4592,0.7487,0.5692,1,0.0726,0.7425,3730
560,0.09976810362871755,290,3,4,0.4821,-0.375,0.5176,0.5,1,5,292,0.0167,0.0179,1.0,0.5179,0.0,1,0.1421,0.5,500
5380,0.4816381559152131,4440,4,1,0.1747,0.3067,0.8244,0.6667,1,37,553,0.0591,0.0335,0.0,0.8253,0.8826,0,0.0635,0.7922,2790
6650,0.10943391639093401,3780,6,2,0.4316,-0.3218,0.5677,1.0,1,44,462,0.06,0.0195,1.0,0.5684,0.0,2,0.1457,0.5483,5920
870,0.3431548846561956,730,3,3,0.1609,0.1839,0.8395,0.5,0,2,24,0.0,0.0115,0.0,0.8391,0.75,2,0.0143,0.8287,570
700,0.3044443877656959,560,3,3,0.2,0.1,0.8057,0.5,1,5,814,0.0376,0.0,0.3333,0.8,0.5188,0,0.0143,0.8003,490
6870,0.5333036603652749,6620,3,1,0.0364,0.4964,0.9633,0.5,0,1,8,0.0,0.0291,0.0,0.9636,0.75,0,0.0169,0.9346,3210
6610,0.10378805016031899,4360,3,3,0.3404,-0.236,0.659,0.5,1,17,817,0.0497,0.0227,1.0,0.6596,0.0,0,0.2296,0.6365,5920
1840,0.06958358070248813,1040,4,4,0.4348,-0.3641,0.5626,0.6667,1,30,864,0.06,0.0217,1.0,0.5652,0.0,1,0.4211,0.5422,1710
1240,0.06443147746665061,1140,4,4,0.0806,-0.0161,0.9183,0.6667,1,51,39,0.0526,0.0726,1.0,0.9194,0.0,0,0.0526,0.8464,1160
6420,0.2066267435275299,4230,1,2,0.3411,-0.134,0.6586,0.1667,0,4,15,0.0,0.0,1.0,0.6589,0.0,1,0.1112,0.6586,5090
4160,0.4696101820995369,3340,1,1,0.1971,0.2716,0.8019,0.1667,1,49,725,0.06,0.0,0.0,0.8029,0.6183,1,0.0554,0.8019,2230
4830,0.36896353929235576,3070,2,2,0.3644,0.0041,0.6347,0.3333,1,6,505,0.0262,0.0518,0.9775,0.6356,0.0189,1,0.0893,0.5847,3150
11660,0.18103925952030447,9160,6,2,0.2144,-0.0334,0.7852,1.0,0,2,8,0.0,0.0617,1.0,0.7856,0.0,1,0.1269,0.7239,9550
11020,0.26683743957955575,5560,5,1,0.4955,-0.2287,0.5046,0.8333,0,2,12,0.0,0.0045,1.0,0.5045,0.0,1,0.3689,0.5,8080
500,0.3221882883459927,390,6,1,0.22,0.1,0.7874,1.0,0,3,14,0.0,0.02,0.375,0.78,0.6667,1,0.0074,0.7607,340
12500,0.4582189027455814,9740,4,1,0.2208,0.2376,0.7789,0.6667,0,2,13,0.0,0.0264,0.0,0.7792,0.8333,2,0.1865,0.7531,6770
7430,0.17691540549758528,6840,4,1,0.0794,0.0969,0.921,0.6667,0,4,28,0.0,0.031,0.0,0.9206,0.5384,1,0.0399,0.8898,6120
5240,0.33672564109091696,4480,1,3,0.145,0.1908,0.8552,0.1667,1,40,1143,0.06,0.0,0.0,0.855,0.6183,1,0.0776,0.8552,3480
20000,0.23587492268397509,17100,1,0,0.145,0.091,0.8551,0.1667,0,1,21,0.0,0.0,0.2288,0.855,0.3539,1,0.0365,0.8551,17050
1010,0.3267669036997503,840,1,3,0.1683,0.1584,0.8359,0.1667,1,34,152,0.0401,0.0,0.0303,0.8317,0.6067,0,0.0173,0.8359,680
4730,0.06204573780607419,4150,2,2,0.1226,-0.0613,0.8784,0.3333,0,3,10,0.0,0.0782,1.0,0.8774,0.0,1,0.0294,0.7995,4440
16700,0.1997062267609343,8730,5,2,0.4772,-0.2772,0.5227,0.8333,0,2,13,0.0,0.0228,1.0,0.5228,0.0,1,0.4046,0.5,13360
2020,0.2364576851273899,1270,5,5,0.3713,-0.1337,0.6282,0.8333,0,1,21,0.0,0.0792,1.0,0.6287,0.0,1,0.1546,0.5508,1540
4010,0.22043011937748352,2650,1,5,0.3392,-0.1197,0.6601,0.1667,1,22,866,0.0566,0.0,1.0,0.6608,0.0,2,0.2804,0.6601,3130
4680,0.13844341760021212,3770,1,3,0.1944,-0.0556,0.8052,0.1667,0,3,21,0.0,0.0,1.0,0.8056,0.0,0,0.0929,0.8052,4030
1440,0.19737033920190789,900,2,1,0.375,-0.1806,0.6259,0.3333,1,57,1138,0.06,0.0208,1.0,0.625,0.0,1,0.0365,0.6007,1160
9080,0.2353085619027951,4600,2,3,0.4934,-0.2577,0.5061,0.3333,0,1,7,0.0,0.0066,1.0,0.5066,0.0,2,0.4571,0.5,6940
60230,0.14234754609580108,58860,4,0,0.0227,0.1195,0.9772,0.6667,0,3,25,0.0,0.0201,0.0,0.9773,0.6641,2,0.0172,0.9571,51660
660,0.10295565846473029,530,4,5,0.197,-0.0909,0.8032,0.6667,1,42,30,0.0432,0.0606,1.0,0.803,0.0,0,0.0268,0.7442,590
12830,0.2799290382034929,8670,4,2,0.3242,-0.0444,0.6756,0.6667,0,4,10,0.0,0.0203,1.0,0.6758,0.0,1,0.2112,0.6557,9240
13900,0.0890764349150035,9090,2,2,0.346,-0.2568,0.6542,0.3333,0,2,22,0.0,0.0381,1.0,0.654,0.0,1,0.2442,0.6161,12660
400,0.14859031431369246,320,2,2,0.2,-0.05,0.8118,0.3333,1,17,527,0.0381,0.025,1.0,0.8,0.0,1,0.0041,0.7808,340
960,0.3988149530897998,780,1,3,0.1875,0.2083,0.812,0.1667,1,50,1128,0.06,0.0,0.0,0.8125,0.6183,0,0.0184,0.812,580
8070,0.20812374632244912,7310,5,2,0.0942,0.114,0.9056,0.8333,0,1,3,0.0,0.0682,0.0,0.9058,0.6967,1,0.0386,0.8379,6390
1780,0.1317604242881053,1340,6,4,0.2472,-0.118,0.7551,1.0,0,2,1,0.0,0.0562,1.0,0.7528,0.0,1,0.2316,0.6956,1550
45830,0.09838990095628845,25930,2,0,0.4342,-0.3358,0.5658,0.3333,0,4,11,0.0,0.0657,1.0,0.5658,0.0,1,0.2503,0.5,41320
11420,0.12202959506996054,8660,1,0,0.2417,-0.12,0.7579,0.1667,0,0,1,0.0,0.0,1.0,0.7583,0.0,2,0.0347,0.7579,10840
17730,0.4174960479967489,16800,6,2,0.0525,0.3649,0.9478,1.0,0,4,15,0.0,0.0739,0.0,0.9475,1.0,1,0.0472,0.8736,10330
11630,0.1024883434882415,8550,6,1,0.2648,-0.1625,0.7351,1.0,1,54,925,0.06,0.0473,1.0,0.7352,0.0,1,0.2081,0.688,10440
230,0.18908222640292682,170,3,4,0.2609,-0.087,0.7578,0.5,1,41,173,0.0479,0.0,1.0,0.7391,0.0,1,0.0316,0.7378,190
8960,0.41419504166628446,8250,5,1,0.0792,0.3348,0.9211,0.8333,0,3,2,0.0,0.0592,0.0,0.9208,0.9167,1,0.048,0.8618,5250
7200,0.2242357984475148,6810,1,0,0.0542,0.1694,0.9465,0.1667,0,3,22,0.0,0.0,0.0,0.9458,0.5833,1,0.0049,0.9465,6020
1000,0.34675496251107907,710,2,3,0.29,0.06,0.7054,0.3333,1,30,926,0.06,0.08,0.6571,0.71,0.2827,0,0.0296,0.6263,650
5190,0.26356487708544113,3230,1,2,0.3776,-0.1137,0.622,0.1667,1,14,658,0.0403,0.0,1.0,0.6224,0.0,1,0.0995,0.622,3820
7750,0.10804066072214366,6900,2,3,0.1097,-0.0013,0.8901,0.3333,1,36,698,0.06,0.04,1.0,0.8903,0.0,1,0.0867,0.8503,6910
5010,0.15851058781161745,3620,3,3,0.2774,-0.1198,0.722,0.5,0,0,5,0.0,0.018,1.0,0.7226,0.0,1,0.1418,0.7041,4220
1270,0.12888801759099588,710,6,4,0.4409,-0.315,0.5556,1.0,0,3,27,0.0,0.0394,1.0,0.5591,0.0,1,0.2947,0.5197,1110
13210,0.22349185034121266,11440,2,1,0.134,0.0893,0.866,0.3333,0,3,21,0.0,0.0023,0.2,0.866,0.397,1,0.1196,0.8635,10260
880,0.1707141400938828,710,5,4,0.1932,-0.0227,0.8081,0.8333,1,29,260,0.0394,0.0227,1.0,0.8068,0.0,1,0.0895,0.7804,730
47540,0.05686807213915086,34180,5,0,0.281,-0.2242,0.7189,0.8333,0,3,26,0.0,0.0482,1.0,0.719,0.0,1,0.1681,0.6708,44840
11670,0.3285098295893377,9020,5,2,0.2271,0.1011,0.7729,0.8333,0,0,28,0.0,0.0343,0.3838,0.7729,0.6179,2,0.1345,0.7386,7840
3190,0.4518338790540333,3010,1,1,0.0564,0.395,0.9439,0.1667,1,18,574,0.041,0.0,0.0,0.9436,0.6072,1,0.0122,0.9439,1770
4380,0.2920965228429357,2580,3,5,0.411,-0.1187,0.5895,0.5,1,58,373,0.06,0.0571,1.0,0.589,0.0,1,0.3711,0.5313,3100
12030,0.20652631311863628,8500,3,2,0.2934,-0.0873,0.7062,0.5,1,48,170,0.0548,0.0798,1.0,0.7066,0.0,1,0.1792,0.6268,9550
2240,0.38015572922872903,1330,3,3,0.4062,-0.0268,0.5928,0.5,0,2,3,0.0,0.0045,1.0,0.5938,0.0,1,0.0929,0.5871,1490
1230,0.3714317256900406,980,2,5,0.2033,0.1707,0.7946,0.3333,0,3,9,0.0,0.0081,0.087,0.7967,0.6667,1,0.0515,0.791,770
48200,0.24555403853005991,42780,4,0,0.1124,0.1332,0.8875,0.6667,0,1,0,0.0,0.0081,0.0,0.8876,0.74,0,0.0682,0.8795,36360
990,0.13296787570899743,680,5,4,0.3131,-0.1818,0.6886,0.8333,0,0,2,0.0,0.0202,1.0,0.6869,0.0,1,0.1632,0.6709,860
6030,0.1609189503855874,5080,5,2,0.1575,0.0033,0.8417,0.8333,1,42,980,0.06,0.0066,0.9588,0.8425,0.0215,0,0.0482,0.8355,5060
13370,0.27051353988340693,9890,1,2,0.2603,0.0105,0.74,0.1667,1,15,528,0.0361,0.0,0.9227,0.7397,0.0422,1,0.1766,0.74,9750
76030,0.11943606566190983,74120,6,0,0.0251,0.0943,0.9749,1.0,1,40,612,0.06,0.04,0.0,0.9749,0.6664,1,0.024,0.9349,66950
400,0.27176016148375626,350,1,5,0.125,0.15,0.8857,0.1667,1,26,457,0.0443,0.0,0.0,0.875,0.6092,1,0.0103,0.8857,290
6880,0.5410237372685435,6200,2,1,0.0988,0.4419,0.901,0.3333,1,30,800,0.06,0.0698,0.0,0.9012,0.7067,2,0.0459,0.831,3160
15150,0.27165426910762186,10430,1,0,0.3116,-0.0396,0.6883,0.1667,0,4,27,0.0,0.0,1.0,0.6884,0.0,1,0.0594,0.6883,13360
26460,0.0758530066443172,22140,3,0,0.1633,-0.0873,0.8366,0.5,0,4,10,0.0,0.0794,1.0,0.8367,0.0,2,0.0543,0.7574,24450
35340,0.09713315620742193,30020,3,0,0.1505,-0.0535,0.8495,0.5,0,3,29,0.0,0.0108,1.0,0.8495,0.0,1,0.0669,0.8386,31910
